Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro),Age,km_year,Distance_description,Price_frequence,mean_price_deviation
Audi,A6,1995,Universal,260000.0,2000.0,Petrol,Manual,2300.0,26,10000.0,0,0,-0.77
Renault,Megane,2006,Universal,11111.0,1500.0,Diesel,Manual,1750.0,15,740.7333333333333,1,0,-0.688
BMW,X4,2019,Crossover,19000.0,2000.0,Petrol,Automatic,43500.0,2,9500.0,1,2,0.44
Volkswagen,Transporter,2004,Minivan,275000.0,1900.0,Diesel,Manual,5399.0,17,16176.470588235294,0,2,-0.095
Toyota,Altele,2018,Minivan,35000.0,2496.0,Hybrid,Automatic,53000.0,3,11666.666666666666,1,1,2.543
KIA,Soul,2009,Universal,220000.0,1600.0,Diesel,Automatic,7150.0,12,18333.33333333333,0,5,
Toyota,Yaris,2005,Hatchback,163000.0,1400.0,Petrol,Automatic,2200.0,16,10187.5,2,0,-0.591
Dacia,Logan Mcv,2015,Universal,123000.0,1500.0,Diesel,Manual,2800.0,6,20500.0,1,0,-0.406
Volkswagen,Golf,2015,Hatchback,71000.0,1600.0,Diesel,Manual,3300.0,6,11833.333333333334,1,0,-0.424
Hyundai,Tucson,2011,SUV,80000.0,2000.0,Petrol,Automatic,7200.0,10,8000.0,1,2,-0.447
Renault,Scenic,2007,Hatchback,158000.0,1500.0,Diesel,Manual,2300.0,14,11285.714285714286,2,0,-0.582
Rover,25,1996,Coupe,246000.0,1400.0,Petrol,Manual,1000.0,25,9840.0,0,3,
Vaz,2106,1984,Sedan,10000.0,1600.0,Petrol,Manual,10000.0,37,270.27027027027026,1,2,1.112
BMW,3 Series,1993,Sedan,323033.0,1800.0,Metan/Propan,Manual,2200.0,28,11536.892857142857,0,0,-0.683
Toyota,Corolla,2008,Sedan,150000.0,1600.0,Petrol,Automatic,6900.0,13,11538.46153846154,2,2,0.21
Volvo,XC90,2013,SUV,200000.0,2400.0,Diesel,Automatic,19600.0,8,25000.0,2,2,0.033
Mercedes,E Class,2003,Sedan,320000.0,2200.0,Diesel,Manual,4800.0,18,17777.777777777777,0,0,-0.558
Dacia,Lodgy,2012,Minivan,154000.0,1500.0,Diesel,Manual,6990.0,9,17111.11111111111,2,2,0.046
Skoda,Fabia,2012,Universal,183591.0,1199.0,Diesel,Manual,5150.0,9,20399.0,2,2,0.065
Volkswagen,Golf Plus,2005,Sedan,155000.0,1600.0,Petrol,Manual,4300.0,16,9687.5,2,0,-0.258
Toyota,Prius,2010,Hatchback,180000.0,1800.0,Hybrid,Automatic,8000.0,11,16363.636363636364,2,2,-0.033
Skoda,Octavia,2010,Universal,184000.0,1400.0,Petrol,Manual,6000.0,11,16727.272727272728,2,2,-0.243
Dacia,Logan Mcv,2014,Universal,163000.0,1500.0,Diesel,Manual,7690.0,7,23285.714285714286,2,2,0.631
Skoda,Octavia,2008,Hatchback,269000.0,1900.0,Diesel,Manual,6800.0,13,20692.30769230769,0,2,-0.142
Renault,Laguna,1995,Sedan,160000.0,1800.0,Petrol,Manual,800.0,26,6153.846153846154,2,0,-0.823
Renault,Laguna,2015,Crossover,20000.0,1500.0,Diesel,Manual,6500.0,6,3333.333333333333,1,2,0.435
BMW,3 Series,2008,Sedan,23456.0,2500.0,Diesel,Manual,4000.0,13,1804.3076923076924,1,0,-0.423
Volkswagen,Jetta,2015,Sedan,121212.0,1800.0,Diesel,Automatic,6000.0,6,20202.0,1,2,-0.229
Peugeot,307,2004,Universal,270000.0,1400.0,Diesel,Manual,3600.0,17,15882.35294117647,0,0,0.211
Volkswagen,Passat,2006,Universal,215000.0,2000.0,Diesel,Automatic,3500.0,15,14333.333333333334,0,0,-0.464
Volkswagen,Golf,2002,Sedan,190000.0,1400.0,Petrol,Manual,3100.0,19,10000.0,2,0,-0.459
Renault,Kangoo,2005,Universal,2222.0,1500.0,Diesel,Manual,2300.0,16,138.875,1,0,-0.407
Peugeot,Expert,1996,Minivan,150000.0,1900.0,Diesel,Manual,1449.0,25,6000.0,2,0,-0.648
Toyota,Rav 4,2007,Universal,174085.0,2000.0,Metan/Propan,Automatic,8000.0,14,12434.642857142857,2,2,-0.4
Mitsubishi,L Series,1997,Minivan,288000.0,2400.0,Diesel,Manual,2400.0,24,12000.0,0,3,
Audi,A4,2018,Sedan,32900.0,1400.0,Petrol,Automatic,19200.0,3,10966.666666666666,1,2,1.4
Mercedes,E Class,2012,Sedan,283422.0,2148.0,Diesel,Automatic,8888.0,9,31491.33333333333,0,2,-0.182
Toyota,Avensis,2006,Sedan,196000.0,1600.0,Petrol,Manual,3200.0,15,13066.666666666666,2,0,-0.548
Volkswagen,Passat,1996,Universal,223000.0,1600.0,Petrol,Manual,1100.0,25,8920.0,0,0,-0.832
Opel,Corsa,2015,Hatchback,11000.0,1300.0,Diesel,Manual,3300.0,6,1833.3333333333333,1,0,-0.097
Hyundai,i10,2008,Hatchback,132000.0,1000.0,Petrol,Manual,2600.0,13,10153.846153846154,1,3,
Hyundai,Creta,2017,Crossover,41500.0,1600.0,Petrol,Automatic,8700.0,4,10375.0,1,5,
Ford,Mondeo,2015,Sedan,56000.0,2000.0,Hybrid,Automatic,7200.0,6,9333.333333333334,1,2,0.011
Chevrolet,Cruze,2013,Sedan,89000.0,2000.0,Diesel,Automatic,3900.0,8,11125.0,1,0,-0.443
Audi,A4,2012,Universal,165000.0,2000.0,Petrol,Automatic,7700.0,9,18333.33333333333,2,2,-0.037
Toyota,Auris,2011,Hatchback,125000.0,1800.0,Hybrid,Automatic,6200.0,10,12500.0,1,2,-0.246
Mercedes,M Class,2008,SUV,256854.0,3200.0,Diesel,Automatic,7500.0,13,19758.0,0,2,-0.529
Volkswagen,Touran,2010,Minivan,192000.0,1400.0,Petrol,Automatic,6499.0,11,17454.545454545456,2,2,-0.035
Renault,Laguna,2008,Universal,123500.0,1500.0,Diesel,Manual,3100.0,13,9500.0,1,0,-0.316
Seat,Cordoba,2005,Sedan,189000.0,1400.0,Diesel,Manual,1900.0,16,11812.5,2,0,-0.155
Nissan,Patrol,2003,SUV,220000.0,3000.0,Diesel,Automatic,6900.0,18,12222.222222222224,0,5,
Mitsubishi,Colt,2008,Hatchback,156000.0,1300.0,Petrol,Manual,2100.0,13,12000.0,2,0,-0.393
Honda,Insight,2010,Sedan,203000.0,1300.0,Hybrid,Automatic,5800.0,11,18454.545454545456,2,2,-0.218
Nissan,X-Trail,2016,Crossover,123000.0,2500.0,Petrol,Automatic,9900.0,5,24600.0,1,2,-0.077
BMW,7 Series,2005,Sedan,220000.0,3000.0,Diesel,Automatic,7200.0,16,13750.0,0,2,-0.582
Volvo,V70,2001,Universal,159600.0,2400.0,Petrol,Automatic,2700.0,20,7980.0,2,3,
Peugeot,3008,2011,Universal,123000.0,1600.0,Petrol,Automatic,4300.0,10,12300.0,1,3,
Dacia,Logan Mcv,2014,Universal,145000.0,1500.0,Diesel,Manual,3100.0,7,20714.285714285717,1,0,-0.343
Vaz,Kalina,2008,Sedan,160000.0,1600.0,Petrol,Manual,1550.0,13,12307.692307692309,2,3,
Mercedes,E Class,1995,Sedan,342259.0,2200.0,Metan/Propan,Manual,2450.0,26,13163.807692307691,0,0,-0.775
Toyota,Prius Prime,2019,Sedan,25000.0,1800.0,Plug-in Hybrid,Automatic,21999.0,2,12500.0,1,5,
Mercedes,Vito,2009,Minivan,244140.0,2200.0,Diesel,Manual,5300.0,12,20345.0,0,2,-0.334
KIA,Rio,2003,Universal,200000.0,1500.0,Petrol,Manual,2250.0,18,11111.111111111111,2,0,-0.363
Renault,Trafic,1991,Minivan,9999.0,2300.0,Diesel,Manual,1250.0,30,333.3,1,3,
Vaz,2105,1987,Sedan,100000.0,1300.0,Petrol,Manual,7000.0,34,2941.176470588235,1,2,0.558
Volkswagen,Transporter,1995,Minivan,250000.0,2400.0,Diesel,Manual,3350.0,26,9615.384615384615,0,0,-0.439
Vaz,2102,1985,Universal,13200.0,1198.0,Petrol,Manual,12000.0,36,366.6666666666667,1,5,
Ford,Fusion,2011,Hatchback,119293.0,1400.0,Petrol,Manual,4700.0,10,11929.3,1,0,-0.537
Volkswagen,Touran,2006,Minivan,35000.0,1999.0,Diesel,Automatic,5500.0,15,2333.333333333333,1,2,-0.183
Ford,Escort,1993,Hatchback,74000.0,1600.0,Petrol,Manual,1550.0,28,2642.8571428571427,1,0,-0.409
Ford,Galaxy,2002,Minivan,280000.0,2000.0,Metan/Propan,Manual,4000.0,19,14736.842105263158,0,0,-0.091
Mercedes,M Class,2011,SUV,322000.0,3000.0,Diesel,Automatic,21000.0,10,32200.0,0,2,0.32
BMW,X5,2001,SUV,465120.0,3000.0,Metan/Propan,Automatic,8499.0,20,23256.0,0,2,-0.556
Volkswagen,Golf,2012,Hatchback,197855.0,1200.0,Petrol,Automatic,7200.0,9,21983.88888888889,2,2,0.257
Vaz,2106,1985,Sedan,140000.0,1500.0,Petrol,Manual,850.0,36,3888.8888888888887,1,0,-0.82
Skoda,Yeti,2010,Crossover,210000.0,1200.0,Petrol,Manual,6499.0,11,19090.90909090909,2,2,-0.18
Audi,A6,2013,Sedan,182000.0,1999.0,Diesel,Automatic,17200.0,8,22750.0,2,2,0.717
Mazda,6,2003,Hatchback,230000.0,2000.0,Diesel,Manual,3850.0,18,12777.777777777776,0,0,-0.341
Honda,Civic,2009,Sedan,202142.0,1300.0,Petrol,Automatic,5950.0,12,16845.166666666668,2,2,0.027
Other,Caliber,2009,Crossover,98000.0,2000.0,Petrol,Automatic,7500.0,12,8166.666666666667,1,5,
Toyota,Prius,2009,Hatchback,215107.0,1500.0,Petrol,Automatic,7100.0,12,17925.583333333332,0,2,-0.142
Mercedes,Vito,2002,Microvan,260843.0,2200.0,Diesel,Manual,3600.0,19,13728.578947368422,0,0,-0.548
Renault,Grand Scenic,2011,Universal,268000.0,1461.0,Diesel,Manual,6299.0,10,26800.0,0,2,-0.103
Volkswagen,Caddy,2009,Minivan,192000.0,1900.0,Diesel,Automatic,6200.0,12,16000.0,2,2,0.101
Volkswagen,Passat,2018,Sedan,50000.0,1400.0,Petrol,Automatic,16000.0,3,16666.666666666668,1,2,1.449
Toyota,Avensis,2003,Hatchback,230000.0,1800.0,Petrol,Manual,5100.0,18,12777.777777777776,0,2,-0.28
Hyundai,ix20,2011,Hatchback,115588.0,1396.0,Diesel,Manual,7200.0,10,11558.8,1,5,
Lexus,RX Series,2018,Crossover,42000.0,3498.0,Petrol,Automatic,25990.0,3,14000.0,1,2,0.277
Ford,Fusion,2010,Sedan,188000.0,1400.0,Petrol,Manual,4500.0,11,17090.909090909092,2,0,-0.556
Hyundai,i20,2012,Sedan,116440.0,1400.0,Diesel,Manual,5300.0,9,12937.777777777776,1,2,-0.027
Toyota,Camry,2014,Sedan,173000.0,2500.0,Hybrid,Automatic,13500.0,7,24714.285714285717,2,2,0.113
Ford,Focus,2016,Universal,168000.0,1500.0,Diesel,Manual,7650.0,5,33600.0,2,2,0.22
Renault,Scenic,2004,Minivan,200000.0,1500.0,Diesel,Manual,3300.0,17,11764.70588235294,2,0,-0.4
Toyota,Corolla,2007,Hatchback,210000.0,1400.0,Diesel,Manual,5750.0,14,15000.0,2,2,0.008
Ford,Fusion,2012,Sedan,129000.0,1600.0,Petrol,Automatic,8990.0,9,14333.333333333334,1,2,-0.114
Mercedes,E Class,2009,Sedan,265076.0,1800.0,Metan/Propan,Automatic,8500.0,12,22089.666666666668,0,2,-0.218
Opel,Zafira,2003,Minivan,1800.0,1800.0,Petrol,Manual,3300.0,18,100.0,1,0,-0.22
Volkswagen,Passat,1998,Universal,334000.0,1600.0,Petrol,Manual,2100.0,23,14521.739130434782,0,0,-0.679
Honda,Civic,1998,Sedan,350000.0,1400.0,Petrol,Automatic,1700.0,23,15217.391304347826,0,0,-0.707
Toyota,Rav 4,2001,Crossover,213000.0,2000.0,Petrol,Manual,7100.0,20,10650.0,2,2,-0.467
Vaz,2115,2004,Sedan,132000.0,1500.0,Metan/Propan,Manual,1500.0,17,7764.705882352941,1,0,-0.11
Nissan,Qashqai,2011,SUV,170000.0,1500.0,Diesel,Manual,8000.0,10,17000.0,2,2,-0.26
Dacia,Duster,2018,SUV,40000.0,1500.0,Diesel,Automatic,13999.0,3,13333.333333333334,1,2,0.624
Renault,Laguna,2011,Universal,150000.0,1995.0,Diesel,Automatic,6500.0,10,15000.0,2,2,0.435
Volkswagen,Golf,2001,Universal,245000.0,1900.0,Diesel,Manual,3500.0,20,12250.0,0,0,-0.389
Volkswagen,Passat,1991,Universal,290000.0,2000.0,Petrol,Manual,1100.0,30,9666.666666666666,0,0,-0.832
Toyota,Carina,1995,Sedan,290000.0,1600.0,Petrol,Manual,1900.0,26,11153.846153846154,0,0,0.214
Jaguar,Xf,2012,Sedan,135000.0,2200.0,Diesel,Automatic,16990.0,9,15000.0,1,5,
Nissan,Qashqai,2014,Crossover,199116.0,1500.0,Diesel,Manual,10990.0,7,28445.14285714286,2,2,0.016
KIA,Sportage,2018,Crossover,71500.0,200.0,Petrol,Automatic,18900.0,3,23833.33333333333,1,2,0.425
Volkswagen,Golf,1996,Hatchback,360000.0,1600.0,Petrol,Manual,3500.0,25,14400.0,0,0,-0.389
Hyundai,Tucson,2019,SUV,50000.0,2000.0,Petrol,Automatic,19500.0,2,25000.0,1,2,0.497
Renault,Kadjar,2017,Crossover,120260.0,1500.0,Diesel,Automatic,13000.0,4,30065.0,1,2,-0.013
Citroen,C3,2008,Universal,192000.0,1398.0,Diesel,Manual,2500.0,13,14769.23076923077,2,0,-0.36
Honda,Civic,2007,Coupe,120000.0,1800.0,Petrol,Manual,4800.0,14,8571.42857142857,1,0,-0.172
Mercedes,C Class,2012,Sedan,183440.0,2143.0,Diesel,Automatic,14499.0,9,20382.222222222223,2,2,0.674
Mercedes,E Class,2004,Sedan,337000.0,2700.0,Diesel,Automatic,3700.0,17,19823.529411764703,0,0,-0.66
BMW,5 Series,2017,Sedan,62000.0,2000.0,Diesel,Automatic,36500.0,4,15500.0,1,2,2.547
Audi,A6,2017,Sedan,45000.0,3000.0,Diesel,Automatic,41000.0,4,11250.0,1,2,3.092
BMW,X3,2011,Crossover,217000.0,2000.0,Diesel,Automatic,16399.0,10,21700.0,0,2,0.03
Renault,Kangoo,2011,Microvan,162850.0,1500.0,Diesel,Manual,6799.0,10,16285.0,2,2,0.752
Audi,Q5,2010,SUV,215000.0,2000.0,Petrol,Automatic,13200.0,11,19545.454545454544,0,2,-0.324
Mitsubishi,Outlander,2007,Crossover,316000.0,2000.0,Metan/Propan,Manual,5800.0,14,22571.42857142857,0,2,-0.489
Volkswagen,Caddy,2001,Universal,300000.0,1900.0,Diesel,Manual,1600.0,20,15000.0,0,0,-0.716
Mercedes,Vito,2014,Minivan,40000.0,2200.0,Diesel,Manual,7899.0,7,5714.285714285715,1,2,-0.008
KIA,Sorento,2006,Crossover,212000.0,2500.0,Diesel,Manual,7200.0,15,14133.333333333334,2,2,-0.489
Volvo,XC60,2016,SUV,151000.0,2400.0,Diesel,Automatic,19500.0,5,30200.0,2,2,0.063
Ford,Edge,2016,Crossover,91200.0,1999.0,Petrol,Automatic,19999.0,5,18240.0,1,5,
Volkswagen,Touareg,2004,SUV,280000.0,2500.0,Diesel,Automatic,8200.0,17,16470.58823529412,0,2,-0.376
BMW,5 Series,1996,Sedan,400000.0,2000.0,Petrol,Manual,3200.0,25,16000.0,0,0,-0.689
Hyundai,Tucson,2016,Crossover,85376.0,1600.0,Petrol,Automatic,10800.0,5,17075.2,1,2,-0.171
Other,969,1990,SUV,24000.0,4000.0,Petrol,Manual,25000.0,31,774.1935483870968,1,5,
Honda,CR-V,2020,Crossover,36938.0,1500.0,Petrol,Automatic,14400.0,1,36938.0,1,2,0.151
Mazda,323,1998,Hatchback,250000.0,1600.0,Petrol,Manual,38000.0,23,10869.565217391304,0,2,11.311
BMW,X1,2017,Crossover,63147.0,2000.0,Petrol,Automatic,17400.0,4,15786.75,1,2,0.076
Toyota,Prius v,2014,Hatchback,126168.0,1800.0,Hybrid,Automatic,8390.0,7,18024.0,1,2,-0.182
Toyota,Avalon,2015,Sedan,60038.0,2500.0,Hybrid,Automatic,11300.0,6,10006.333333333334,1,2,-0.319
Opel,Astra,2006,Universal,272500.0,1300.0,Diesel,Manual,3999.0,15,18166.666666666668,0,0,-0.094
Opel,Astra,2010,Hatchback,181450.0,1300.0,Diesel,Manual,5350.0,11,16495.454545454544,2,2,0.212
Mercedes,E Class,2007,Sedan,360500.0,2200.0,Diesel,Automatic,9650.0,14,25750.0,0,2,-0.112
Honda,Civic,2004,Hatchback,212000.0,1600.0,Petrol,Manual,4150.0,17,12470.588235294115,2,0,-0.284
Volkswagen,Polo,2010,Hatchback,120000.0,1400.0,Petrol,Automatic,7299.0,11,10909.09090909091,1,2,0.599
Renault,Megane,2010,Combi,123000.0,1500.0,Diesel,Manual,5000.0,11,11181.818181818182,1,0,-0.11
Skoda,Superb,2011,Sedan,195000.0,1400.0,Petrol,Manual,6999.0,10,19500.0,2,2,-0.473
KIA,Sportage,2000,SUV,266666.0,2000.0,Metan/Propan,Manual,3100.0,21,12698.380952380952,0,0,-0.766
Audi,Q5,2014,SUV,71000.0,2000.0,Diesel,Automatic,16999.0,7,10142.857142857143,1,2,-0.129
Opel,Ascona,1988,Sedan,81761.0,1600.0,Petrol,Manual,550.0,33,2477.6060606060605,1,3,
Opel,Zafira,2017,Minivan,75000.0,1600.0,Metan/Propan,Manual,7500.0,4,18750.0,1,2,0.773
Subaru,Legacy,2007,Universal,250000.0,2000.0,Metan/Propan,Automatic,5600.0,14,17857.14285714286,0,2,0.102
Skoda,Fabia,2012,Hatchback,288000.0,1200.0,Petrol,Manual,4000.0,9,32000.0,0,0,-0.173
Volkswagen,Passat,2009,Universal,220000.0,2000.0,Diesel,Manual,6999.0,12,18333.33333333333,0,2,0.071
BMW,3 Series,2004,Sedan,30000.0,1800.0,Petrol,Manual,4000.0,17,1764.7058823529412,1,0,-0.423
Mercedes,S Class,2006,Sedan,220000.0,3000.0,Diesel,Automatic,14990.0,15,14666.666666666666,0,2,-0.16
Peugeot,106,1998,Hatchback,200010.0,1400.0,Petrol,Manual,1400.0,23,8696.08695652174,2,3,
Rover,75,2000,Sedan,200000.0,2000.0,Petrol,Manual,3500.0,21,9523.809523809525,2,3,
Skoda,Rapid,2013,Sedan,170000.0,1200.0,Petrol,Manual,6700.0,8,21250.0,2,2,-0.152
Lexus,LX Series,2007,SUV,193500.0,4700.0,Metan/Propan,Automatic,25000.0,14,13821.42857142857,2,5,
BMW,3 Series,1995,Sedan,330000.0,1800.0,Metan/Propan,Manual,2500.0,26,12692.307692307691,0,0,-0.639
Toyota,Avensis,2001,Sedan,123456.0,2000.0,Diesel,Manual,1700.0,20,6172.8,1,0,-0.76
Opel,Vectra,2000,Sedan,123456.0,2000.0,Petrol,Manual,1000.0,21,5878.857142857143,1,0,-0.527
Volkswagen,Golf,1996,Universal,123456.0,1900.0,Diesel,Manual,1500.0,25,4938.24,1,0,-0.738
Dacia,Logan Mcv,2012,Minivan,200000.0,1500.0,Diesel,Manual,3500.0,9,22222.222222222223,2,0,-0.258
Volkswagen,Caddy,2006,Combi,123456.0,1900.0,Diesel,Manual,3500.0,15,8230.4,1,0,-0.378
Opel,Zafira,2003,Universal,123456.0,2000.0,Diesel,Manual,2000.0,18,6858.666666666667,1,0,-0.527
Renault,Scenic,2016,Minivan,153000.0,1461.0,Diesel,Manual,7450.0,5,30600.0,2,2,0.354
Volkswagen,Transporter,2001,Minivan,290000.0,2500.0,Diesel,Manual,4100.0,20,14500.0,0,0,-0.313
Nissan,Primera,2003,Sedan,270000.0,2200.0,Diesel,Manual,2500.0,18,15000.0,0,0,0.091
Vaz,2106,1985,Sedan,37056.0,1600.0,Petrol,Manual,500.0,36,1029.3333333333333,1,0,-0.894
Toyota,Land Cruiser Prado,2008,SUV,214000.0,2700.0,Petrol,Automatic,16500.0,13,16461.53846153846,2,2,-0.132
Honda,CR-V,2015,Crossover,120000.0,2200.0,Diesel,Automatic,14500.0,6,20000.0,1,2,0.159
Mercedes,E Class,2005,Sedan,400000.0,1800.0,Petrol,Manual,7500.0,16,25000.0,0,2,-0.31
Dacia,Logan Mcv,2006,Minivan,200000.0,1600.0,Metan/Propan,Manual,2900.0,15,13333.333333333334,2,0,-0.385
BMW,5 Series,1996,Sedan,350000.0,2500.0,Petrol,Manual,3300.0,25,14000.0,0,0,-0.679
Toyota,Auris,2010,Hatchback,141000.0,1400.0,Diesel,Manual,7490.0,11,12818.181818181818,1,2,-0.09
Volkswagen,Polo,2013,Hatchback,155000.0,1200.0,Petrol,Manual,4479.0,8,19375.0,2,0,-0.019
Mazda,6,2014,Universal,13609.0,1600.0,Petrol,Manual,3500.0,7,1944.142857142857,1,0,-0.401
Volkswagen,Passat,2010,Universal,286871.0,1600.0,Diesel,Automatic,4258.0,11,26079.18181818182,0,0,-0.348
Hyundai,Santa FE,2009,SUV,200023.0,2200.0,Diesel,Automatic,6000.0,12,16668.583333333332,2,2,-0.634
Audi,A6,2010,Sedan,437648.0,2400.0,Diesel,Automatic,5050.0,11,39786.181818181816,0,2,-0.496
Toyota,Rav 4,2011,Sedan,45321.0,1900.0,Petrol,Manual,5500.0,10,4532.1,1,2,-0.587
KIA,Pro_Cee'd,2015,Hatchback,54846.0,1500.0,Metan/Propan,Manual,4512.0,6,9141.0,1,3,
Honda,Civic,2006,Sedan,274500.0,1800.0,Metan/Propan,Manual,4750.0,15,18300.0,0,0,-0.18
Opel,Mokka,2015,SUV,82000.0,1400.0,Petrol,Automatic,11450.0,6,13666.666666666666,1,5,
Opel,Astra,2009,Universal,203000.0,1300.0,Diesel,Manual,4450.0,12,16916.666666666668,2,0,0.008
Toyota,Rav 4,2006,Crossover,162000.0,2200.0,Diesel,Manual,8300.0,15,10800.0,2,2,-0.377
Opel,Insignia,2010,Sedan,79000.0,1800.0,Petrol,Manual,8300.0,11,7181.818181818182,1,2,-0.086
Dacia,Duster,2012,Crossover,167000.0,1500.0,Diesel,Manual,7550.0,9,18555.555555555555,2,2,-0.124
Mercedes,S Class,2007,Sedan,269471.0,3500.0,Petrol,Automatic,12500.0,14,19247.92857142857,0,2,-0.3
Audi,A4,2006,Universal,415000.0,3000.0,Diesel,Manual,3200.0,15,27666.666666666668,0,0,-0.6
Ford,Fiesta,2001,Hatchback,100000.0,1300.0,Petrol,Manual,1300.0,20,5000.0,1,0,-0.687
Mini,Cooper,2004,Coupe,195000.0,1400.0,Diesel,Manual,5700.0,17,11470.588235294115,2,2,-0.014
Skoda,Fabia,2011,Combi,209000.0,1199.0,Diesel,Manual,4750.0,10,20900.0,2,0,-0.017
Hyundai,Getz,2009,Hatchback,178821.0,1400.0,Petrol,Manual,3000.0,12,14901.75,2,0,0.089
Vaz,2112,2004,Hatchback,205000.0,1500.0,Petrol,Manual,1300.0,17,12058.823529411764,2,3,
Chevrolet,Altele,2003,Sedan,250000.0,2200.0,Petrol,Manual,1600.0,18,13888.888888888889,0,0,-0.893
Volkswagen,Tiguan,2007,Crossover,145000.0,1400.0,Petrol,Manual,7300.0,14,10357.142857142857,1,2,-0.403
Audi,A6,2013,Sedan,175000.0,2800.0,Petrol,Automatic,18399.0,8,21875.0,2,2,0.836
Dacia,Duster,2018,Crossover,75000.0,1461.0,Diesel,Manual,14850.0,3,25000.0,1,2,0.723
Opel,Corsa,2007,Hatchback,358000.0,1300.0,Diesel,Manual,3200.0,14,25571.42857142857,0,0,-0.124
Mercedes,E Class,1998,Sedan,267000.0,2000.0,Petrol,Manual,4600.0,23,11608.695652173914,0,0,-0.577
Opel,Insignia,2013,Sedan,180000.0,1400.0,Petrol,Manual,6490.0,8,22500.0,2,2,-0.286
Audi,A4,2006,Universal,200000.0,200.0,Diesel,Automatic,3500.0,15,13333.333333333334,2,0,-0.562
Honda,Accord,2014,Sedan,106000.0,2000.0,Hybrid,Automatic,13990.0,7,15142.857142857143,1,2,0.82
Subaru,Legacy,2009,Sedan,226000.0,2000.0,Diesel,Manual,7500.0,12,18833.33333333333,0,2,0.476
Volkswagen,Passat,1996,Sedan,3000.0,1800.0,Metan/Propan,Manual,1600.0,25,120.0,1,0,-0.755
Renault,Megane,2011,Universal,145000.0,1461.0,Diesel,Automatic,6500.0,10,14500.0,1,2,0.157
Volkswagen,Touran,2008,Minivan,220000.0,1400.0,Petrol,Manual,5250.0,13,16923.076923076922,0,2,-0.22
Mercedes,E Class,2012,Sedan,180000.0,2200.0,Diesel,Automatic,15500.0,9,20000.0,2,2,0.426
Mercedes,Vito,2010,Minivan,268000.0,2148.0,Diesel,Manual,9000.0,11,24363.636363636364,0,2,0.131
Seat,Ibiza,2012,Universal,192000.0,1200.0,Diesel,Manual,5200.0,9,21333.33333333333,2,2,0.06
Mercedes,Series (W124),1987,Sedan,252000.0,2000.0,Diesel,Manual,900.0,34,7411.764705882353,0,0,-0.716
Volkswagen,Passat,2011,Universal,192000.0,1390.0,Petrol,Manual,7600.0,10,19200.0,2,2,0.163
BMW,5 Series,2008,Sedan,250000.0,1998.0,Diesel,Automatic,10000.0,13,19230.76923076923,0,2,-0.028
Chevrolet,Aveo,2005,Sedan,165000.0,1600.0,Petrol,Automatic,2500.0,16,10312.5,2,0,-0.32
Hyundai,Genesis,2013,Coupe,138000.0,2000.0,Petrol,Automatic,9500.0,8,17250.0,1,5,
Volvo,V50,2010,Universal,300000.0,1599.0,Diesel,Manual,6500.0,11,27272.727272727272,0,5,
Volkswagen,Golf,2010,Hatchback,200000.0,1400.0,Petrol,Automatic,7000.0,11,18181.81818181818,2,2,0.222
Porsche,Cayenne,2016,SUV,94000.0,3000.0,Diesel,Automatic,49900.0,5,18800.0,1,2,0.41
Toyota,Prius,2008,Hatchback,170000.0,1400.0,Petrol,Automatic,6600.0,13,13076.923076923076,2,2,-0.202
Hyundai,ix35,2012,SUV,204000.0,2000.0,Diesel,Automatic,12800.0,9,22666.666666666668,2,2,0.081
Skoda,Octavia,2012,Hatchback,189000.0,1400.0,Petrol,Manual,8100.0,9,21000.0,2,2,0.021
Volkswagen,Passat,2007,Universal,300000.0,2000.0,Diesel,Manual,7250.0,14,21428.571428571428,0,2,0.11
Mercedes,E Class,2005,Sedan,200000.0,2200.0,Diesel,Manual,7500.0,16,12500.0,2,2,-0.31
Mercedes,E Class,2004,Universal,397000.0,2700.0,Diesel,Automatic,4300.0,17,23352.941176470587,0,0,-0.604
Volkswagen,Golf,2003,Hatchback,251000.0,1400.0,Petrol,Manual,4100.0,18,13944.444444444443,0,0,-0.284
Chrysler,300c,2009,Sedan,113000.0,2680.0,Metan/Propan,Automatic,7500.0,12,9416.666666666666,1,5,
BMW,5 Series,1995,Sedan,30000.0,2000.0,Metan/Propan,Automatic,3000.0,26,1153.8461538461538,1,0,-0.708
Other,BS6,2007,Sedan,248250.0,2398.0,Metan/Propan,Manual,3500.0,14,17732.14285714286,0,3,
BMW,5 Series,2013,Sedan,199999.0,3000.0,Petrol,Automatic,15300.0,8,24999.875,2,2,0.487
Renault,Trafic,2003,Microvan,318500.0,1900.0,Diesel,Manual,3200.0,18,17694.444444444445,0,3,
Toyota,Avalon,2013,Sedan,220000.0,2494.0,Hybrid,Automatic,16999.0,8,27500.0,0,2,0.024
Mercedes,GL Class,2015,Crossover,60000.0,3000.0,Diesel,Automatic,19000.0,6,10000.0,1,2,-0.245
Opel,Combo,2010,Universal,123000.0,1700.0,Diesel,Manual,2950.0,11,11181.818181818182,1,0,-0.28
Mercedes,A Class,2013,Hatchback,23500.0,1600.0,Petrol,Automatic,9999.0,8,2937.5,1,2,0.804
KIA,Sorento,2014,Crossover,67000.0,2400.0,Petrol,Automatic,12300.0,7,9571.42857142857,1,2,-0.127
